,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
674,675,10,0,80,9,0,0,0,0,0,0,110,0,0,0,100,60,600,10,90,0,0,30,30,100,0,100,0,100,100,0,0,300,89,0,0,24,113,0,200,0,0,113,0,0,113,100,0,100,0,300,100,100,50,0,100,0,100,0,100,38,0,0,0,426,0,0,0,0,0,0,90,0,0,0,140000
675,676,110,0,24,2,0,0,0,0,0,0,200,0,0,400,0,60,600,90,590,0,0,70,100,100,0,100,0,100,100,0,0,100,31,0,0,54,85,0,200,0,0,85,58,0,144,0,0,200,100,300,100,100,70,0,100,0,760,100,200,44,0,0,0,28,0,0,0,0,0,0,70,300,0,0,148500
676,677,20,100,60,9,0,0,0,0,0,0,70,0,0,0,0,40,200,83,80,0,0,80,80,100,0,100,0,200,100,200,0,200,0,0,0,109,109,100,300,100,0,109,67,0,177,100,0,200,0,400,200,100,80,300,0,500,250,100,300,77,100,100,100,0,0,90,0,0,0,0,10,200,0,0,87000
677,678,80,0,52,9,0,0,0,0,0,0,70,0,0,0,100,50,800,67,100,0,0,0,0,100,0,0,0,200,100,0,0,200,0,0,0,76,76,0,0,0,0,79,0,0,79,0,0,100,0,200,100,0,50,0,0,100,700,100,100,24,100,100,100,316,0,120,0,0,0,0,10,300,0,0,109500
678,679,10,0,80,11,0,100,0,0,0,0,180,0,0,0,100,80,500,74,170,100,0,0,0,200,46,0,0,0,200,0,200,200,0,0,0,204,204,0,0,0,0,204,0,0,204,0,0,200,100,300,100,0,70,0,100,0,230,200,300,83,0,0,0,322,82,0,0,0,0,0,90,300,100,200,372500
679,680,10,0,82,9,0,100,0,0,0,0,90,0,0,0,100,50,500,53,390,100,0,20,50,0,5,100,0,100,100,0,0,300,82,0,0,16,98,0,200,0,0,98,0,0,98,100,0,100,0,300,100,100,50,0,0,100,350,100,200,57,0,0,0,0,0,0,0,0,0,0,40,100,0,0,128500
680,681,70,0,50,8,0,0,0,0,0,0,120,0,0,300,100,60,500,84,230,0,0,70,40,100,0,100,0,100,0,0,0,400,54,100,11,26,92,0,200,0,0,92,0,0,92,0,0,200,0,200,100,100,50,0,100,0,690,0,100,26,0,0,0,80,0,0,0,0,0,0,10,400,0,0,143000
681,682,30,400,55,4,0,200,100,0,0,0,230,0,0,0,200,50,500,78,40,0,0,0,80,100,0,100,0,200,100,0,0,300,18,0,0,61,79,0,0,0,0,84,67,0,152,0,0,100,0,300,100,100,60,0,0,100,210,100,100,28,0,0,0,0,0,56,0,0,0,0,90,300,0,100,159434
682,683,70,0,64,2,0,0,300,0,0,0,190,0,0,0,100,60,500,92,180,0,0,20,50,100,0,100,0,0,0,0,200,0,100,0,0,28,129,0,0,0,0,129,0,0,129,100,0,100,0,200,100,0,60,0,100,0,710,100,200,43,0,0,0,307,0,0,0,0,0,0,60,0,0,0,173000
683,684,10,0,90,11,0,100,0,0,200,0,0,0,0,0,100,90,500,20,20,100,0,0,0,200,21,0,0,0,0,0,300,0,105,0,0,56,162,0,0,0,0,166,0,0,166,100,0,200,0,300,100,0,70,0,100,0,200,200,300,70,0,0,0,257,45,0,0,0,0,0,90,100,0,0,285000
684,685,0,0,58,16,0,200,0,0,300,0,30,0,0,0,0,70,500,45,300,0,0,0,0,0,3,0,0,0,0,0,0,200,0,0,0,119,119,0,100,0,0,119,64,0,183,0,0,200,100,400,100,100,70,0,0,0,30,200,200,48,0,0,0,0,81,0,0,0,0,0,110,400,0,0,221000
685,686,110,0,60,5,0,100,0,0,300,0,180,0,0,300,0,70,500,68,520,0,0,30,30,100,0,0,0,100,0,0,200,0,82,400,18,18,119,0,100,0,0,119,90,0,209,100,0,200,0,300,100,0,60,100,100,0,600,200,200,57,0,0,0,219,0,0,0,0,0,0,20,100,0,0,207500
686,687,0,300,84,10,0,0,0,0,0,0,50,0,0,0,0,70,600,22,120,0,0,0,0,100,0,0,0,0,0,0,0,200,0,0,0,87,87,0,0,0,0,87,88,0,176,0,0,300,0,300,100,0,70,0,0,0,220,200,200,57,0,0,0,144,105,0,0,0,0,0,50,100,100,200,227875
687,688,110,300,54,5,0,200,0,0,100,0,50,0,0,300,0,70,500,6,160,0,0,10,10,100,0,0,0,0,0,0,0,0,23,0,0,31,55,0,0,0,0,55,55,0,110,0,0,200,100,200,100,0,40,0,0,100,60,100,200,48,0,0,0,0,60,0,0,0,0,0,100,100,0,0,148800
688,689,10,0,60,8,0,0,300,0,0,0,180,0,0,0,100,80,600,22,120,0,0,10,10,0,0,0,0,0,0,0,300,0,94,0,0,47,141,0,0,0,0,141,0,0,141,100,0,200,0,200,100,0,70,0,100,0,220,0,200,56,0,0,0,140,0,0,0,0,0,0,40,100,100,200,392000
689,690,70,0,61,7,0,100,0,0,200,0,100,0,0,300,100,60,500,11,100,0,0,0,0,200,25,0,0,0,0,0,300,100,2,0,0,134,136,0,0,0,0,136,0,0,136,0,0,200,0,200,100,0,60,0,100,0,110,0,200,46,0,0,0,192,28,0,0,0,0,0,110,100,0,0,194700
690,691,70,100,66,4,0,0,0,0,0,0,0,0,0,300,100,60,500,6,160,0,0,0,0,0,14,0,0,0,0,0,100,0,69,0,0,15,84,0,0,0,0,84,0,0,84,100,0,100,0,100,100,0,30,0,100,0,60,0,200,42,0,0,0,149,0,0,0,0,0,0,10,0,0,0,141000
691,692,0,0,104,21,0,100,0,0,200,0,30,0,0,0,0,100,600,29,50,0,100,30,30,0,117,200,0,0,200,0,100,0,145,0,0,98,244,0,0,0,0,244,187,0,431,0,100,300,100,400,100,200,100,0,200,0,740,200,300,83,0,0,0,382,50,0,0,0,0,0,80,100,0,0,755000
692,693,0,0,42,26,0,100,0,0,0,100,160,0,0,0,0,70,500,85,200,100,0,10,10,0,29,0,0,0,0,0,100,0,96,0,0,24,121,0,0,0,0,123,128,0,251,100,0,200,100,400,100,0,90,0,200,0,430,0,200,62,0,0,0,320,27,0,0,0,0,0,70,200,0,0,335000
693,694,80,0,60,5,0,0,0,0,200,200,70,0,0,0,100,50,600,42,340,0,0,10,10,100,0,100,0,200,100,0,0,200,0,0,0,107,107,0,0,0,0,107,0,0,107,0,0,100,0,200,100,100,40,0,0,100,210,100,100,32,0,0,0,0,0,112,0,0,0,0,30,200,0,100,108480
694,695,30,100,51,6,0,0,0,0,200,0,80,0,0,0,200,50,600,65,80,0,0,20,50,100,0,100,200,200,100,0,0,200,0,0,0,92,92,0,200,0,0,106,47,0,153,0,0,100,100,300,100,100,50,0,0,100,280,100,200,57,0,0,0,112,0,0,0,0,0,0,70,300,0,0,141500
695,696,10,0,54,13,0,100,0,0,0,0,160,0,0,0,100,60,600,72,260,0,0,30,30,0,7,100,0,100,0,100,0,0,98,400,4,9,111,0,100,0,0,113,0,0,113,100,0,200,0,200,100,0,50,0,100,0,420,100,200,55,0,0,0,125,0,0,0,0,0,0,90,200,0,0,176000
696,697,80,100,50,6,0,0,0,0,0,0,80,0,0,0,100,50,700,42,80,0,0,20,20,100,0,100,0,100,100,0,0,500,61,0,0,0,61,0,100,0,0,61,0,0,61,0,0,100,0,200,100,100,40,0,0,100,510,100,100,20,0,0,0,0,0,129,0,0,0,0,110,200,0,0,89000
697,698,10,0,57,6,0,100,0,0,0,0,150,0,0,0,100,50,700,64,490,0,0,20,50,100,0,100,0,0,200,100,200,500,21,200,55,21,98,0,300,0,200,114,0,0,114,0,100,100,0,200,100,100,60,0,0,100,870,100,100,30,0,0,0,0,0,0,0,0,0,0,20,200,0,0,123500
698,699,10,0,65,8,0,0,0,0,0,0,90,400,0,0,100,50,800,10,370,0,0,10,10,100,0,100,100,100,100,0,0,0,55,100,11,22,89,0,0,0,0,89,0,0,89,100,0,100,0,300,100,100,50,0,100,100,70,100,100,33,0,0,0,416,144,0,0,0,0,0,70,400,0,0,138500
699,700,70,300,59,4,0,200,0,0,0,0,50,0,0,300,100,70,500,6,160,0,0,10,10,100,0,0,0,0,0,0,200,0,1,0,0,137,139,0,0,0,0,139,0,0,139,0,0,200,0,200,100,0,50,0,0,0,60,0,200,53,0,0,0,156,158,0,0,0,0,0,90,0,0,0,196000
700,701,10,0,85,14,0,0,0,0,0,0,160,0,0,0,100,80,500,20,20,100,0,0,0,0,63,0,0,0,200,0,100,0,127,0,0,52,180,0,0,0,0,180,0,0,180,100,0,200,0,300,100,0,70,0,100,0,200,200,300,76,0,0,0,270,78,0,0,0,0,0,10,200,0,0,312500
701,702,10,0,80,9,0,0,0,0,0,0,60,0,0,0,100,70,500,60,450,100,0,30,30,0,16,100,0,100,100,0,0,200,0,0,0,116,116,0,200,0,0,116,0,0,116,0,0,100,100,300,100,100,60,0,0,0,550,100,200,52,0,0,0,0,0,0,0,0,0,0,90,200,200,0,140000
702,703,0,0,82,12,0,100,0,0,0,0,180,0,0,0,0,80,500,13,100,100,0,0,0,0,46,200,0,0,200,100,0,200,0,0,0,123,123,0,0,0,0,126,131,0,257,0,0,200,100,400,100,200,100,0,100,200,130,200,300,66,0,0,0,324,100,0,0,0,0,0,90,200,100,200,361919
703,704,40,100,76,7,0,0,0,0,0,0,70,100,0,100,0,50,900,83,290,0,0,20,50,100,0,100,100,200,0,0,0,200,0,0,0,36,36,0,100,0,0,103,78,0,181,0,0,200,0,400,200,0,80,0,100,100,380,100,200,67,0,0,100,344,0,40,0,0,0,0,10,400,0,0,140000
704,705,10,0,70,8,0,0,0,0,0,0,0,0,0,0,100,70,500,6,60,0,0,0,0,0,10,0,0,0,0,0,300,0,71,0,0,76,147,0,0,0,0,148,0,0,148,100,0,200,0,300,100,0,70,0,0,0,60,0,200,60,0,0,0,0,35,0,144,0,0,0,10,400,0,0,213000
705,706,40,100,70,5,0,0,0,0,0,0,130,0,0,100,0,40,500,19,80,100,0,0,20,100,0,300,200,400,100,0,0,200,0,0,0,0,0,0,300,100,0,37,72,0,109,0,0,200,0,300,200,300,70,400,0,0,110,100,0,0,0,0,100,0,0,0,0,0,0,35,90,400,0,0,55000
706,707,10,0,83,115,0,200,200,0,300,200,190,0,0,0,100,70,500,63,20,0,0,70,40,200,35,100,0,100,0,0,100,0,121,0,0,42,164,0,200,0,0,182,0,0,182,100,0,200,0,200,100,0,50,0,200,0,580,100,200,73,0,0,0,380,48,0,0,0,0,0,110,100,0,0,302000
707,708,70,0,48,6,0,0,0,0,0,0,100,0,0,300,100,80,500,13,100,100,0,10,10,0,17,0,0,0,0,0,0,0,86,0,0,46,132,0,0,0,0,132,0,0,132,100,0,200,0,200,100,0,60,0,100,0,130,200,200,55,0,0,0,192,38,0,0,0,0,0,30,300,0,0,254000
708,709,0,0,65,9,0,100,0,0,0,0,170,0,0,0,0,70,500,22,120,100,0,0,0,100,0,0,0,0,0,0,300,200,0,0,0,72,72,0,0,0,0,72,72,0,145,0,0,200,100,300,100,0,80,0,100,0,220,200,200,40,0,0,0,100,24,0,0,0,0,0,90,100,100,200,179540
709,710,10,0,60,7,0,100,0,0,0,0,90,0,0,0,100,50,700,27,240,0,0,30,30,300,4,100,0,0,100,0,0,200,0,0,0,87,87,0,200,0,0,90,0,0,90,0,0,100,0,300,100,100,60,0,0,0,260,100,100,40,0,0,0,0,0,0,0,0,0,0,30,0,0,100,109900
710,711,80,0,56,4,0,100,0,0,0,0,80,0,0,0,100,30,600,61,0,0,0,0,0,100,0,0,0,100,100,0,0,200,0,0,0,27,27,0,100,0,0,72,0,0,72,0,0,100,0,200,100,100,50,500,0,0,110,100,0,0,0,0,100,0,0,0,0,0,0,0,90,0,0,0,52000
711,712,30,200,66,8,0,0,300,0,0,100,130,0,0,0,200,40,700,83,80,0,0,10,10,100,0,100,0,500,100,0,200,200,0,0,0,85,85,0,100,0,0,85,31,0,117,0,0,100,0,200,100,100,70,0,0,100,370,0,100,38,0,0,100,68,0,98,0,0,0,0,80,400,0,100,102776
712,713,70,0,40,4,0,100,300,0,0,0,180,0,0,300,100,80,500,62,310,0,0,30,30,100,0,0,0,0,0,0,200,0,76,0,0,46,122,0,100,0,0,122,0,0,122,100,0,200,0,200,100,0,50,0,100,0,640,200,200,47,0,0,0,168,120,0,0,0,0,0,40,0,0,0,189000
713,714,40,0,60,9,0,0,0,0,0,0,80,600,0,100,100,40,500,16,30,0,0,30,30,0,16,100,0,100,100,0,300,100,78,0,0,17,96,100,200,100,0,96,0,0,96,100,0,100,0,300,100,100,60,0,0,100,160,100,200,57,0,0,0,0,288,0,0,0,0,0,10,200,0,0,129000
714,715,0,0,63,13,0,100,0,0,300,0,90,400,0,0,0,60,800,1,60,0,0,30,40,0,28,0,0,100,100,0,0,0,53,0,0,19,72,0,0,0,0,72,75,0,147,0,0,200,100,300,100,0,60,0,0,0,10,0,200,47,0,0,0,0,44,0,0,0,0,0,100,400,0,0,130500
715,716,10,0,78,10,0,0,0,0,0,0,60,0,0,0,100,60,500,99,600,100,0,30,30,0,17,100,0,100,0,0,0,200,0,0,0,106,106,0,200,0,0,135,0,0,135,0,0,200,0,300,100,100,70,0,100,0,470,0,200,47,0,0,0,0,0,0,0,0,0,0,50,300,0,0,165000
716,717,20,100,60,10,0,0,100,0,0,0,70,0,0,0,0,70,800,103,300,0,0,20,0,100,0,100,100,200,100,0,0,200,0,0,0,71,71,0,0,0,0,157,97,0,255,0,0,100,100,300,100,100,80,0,0,100,710,100,200,70,0,0,200,0,48,143,0,0,0,0,90,100,0,0,159500
717,718,10,0,80,10,0,0,0,0,0,0,60,0,0,0,100,50,600,7,40,0,0,30,30,100,0,100,0,100,0,0,0,400,108,0,0,9,117,0,100,0,0,117,0,0,117,0,100,100,100,300,100,0,50,0,100,0,70,100,200,43,0,0,0,224,0,0,0,0,0,0,60,0,0,0,157000
718,719,0,0,96,10,0,0,0,0,0,0,30,0,0,0,0,70,500,5,540,100,0,20,110,0,65,0,0,0,0,0,100,0,117,0,0,13,131,0,0,0,0,132,109,0,241,100,0,200,100,300,100,0,90,0,100,0,50,0,300,98,0,0,0,250,154,216,0,0,0,0,50,0,0,0,341000
719,720,10,0,69,9,0,100,0,0,0,0,0,0,0,0,100,50,600,60,450,0,0,30,40,100,0,100,0,100,0,0,100,100,52,0,0,44,97,0,200,0,0,97,0,0,97,0,0,100,100,300,100,100,50,0,100,0,550,100,100,30,0,0,0,0,0,0,0,0,0,0,10,200,0,0,128500
720,721,70,0,88,6,0,100,200,0,300,100,180,0,0,0,100,80,500,55,420,0,0,30,30,100,0,0,0,0,0,0,100,0,114,0,0,59,174,0,200,0,0,174,0,0,174,100,0,200,0,200,100,0,50,0,100,0,340,0,200,56,0,0,0,114,28,234,0,0,0,0,30,200,0,0,275000
721,722,70,100,68,4,0,0,0,0,0,0,0,0,0,300,100,60,500,6,160,0,0,0,0,0,16,0,0,0,0,0,300,0,66,0,0,18,84,0,0,0,0,84,0,0,84,100,0,100,0,100,100,0,30,0,0,0,60,0,200,42,0,0,0,160,0,0,0,0,0,0,10,400,0,0,143000
722,723,10,0,70,8,0,0,0,0,0,0,110,0,0,0,100,40,700,16,30,0,0,10,10,100,0,100,100,100,100,0,0,100,19,0,0,67,86,0,0,0,0,86,0,0,86,0,0,100,0,300,100,100,50,0,0,100,740,100,200,46,0,0,0,0,0,0,0,0,0,0,90,300,0,0,124500
723,724,30,0,60,8,0,0,0,0,0,0,150,0,0,0,200,40,600,30,280,0,0,10,10,100,0,100,0,0,100,0,0,200,0,0,0,94,94,0,0,0,0,99,47,0,147,0,0,200,0,400,100,100,70,0,0,100,180,100,100,54,0,0,0,0,0,0,0,156,0,0,10,0,0,0,135000
724,725,10,0,86,13,0,100,0,0,0,0,150,0,0,0,100,90,500,22,170,100,0,60,60,200,34,200,0,0,200,0,0,0,123,0,0,46,169,0,0,0,0,169,0,0,169,100,0,200,0,300,100,200,80,0,100,0,220,200,300,76,0,0,0,327,64,0,0,0,0,0,0,300,0,0,320000
725,726,10,0,60,6,0,0,0,0,0,0,110,0,0,0,100,40,600,16,30,0,0,30,40,100,0,100,0,100,100,0,0,100,37,100,23,25,86,0,200,0,0,86,0,0,86,0,0,100,0,300,100,0,50,0,0,100,430,100,200,66,0,0,0,96,0,0,0,0,0,5,60,300,0,0,120500
726,727,10,0,90,21,0,100,0,0,200,0,20,0,0,0,100,60,900,62,120,100,0,20,40,0,26,0,100,100,0,0,0,0,80,0,0,7,88,0,0,0,0,168,0,0,168,100,0,200,0,300,100,0,50,0,100,0,640,200,200,54,0,0,0,292,44,0,182,0,0,0,30,300,0,0,222000
727,728,10,0,64,7,0,0,0,0,0,0,0,0,0,0,100,70,500,22,120,0,0,0,0,200,8,0,0,0,0,0,300,0,72,0,0,50,123,0,0,0,0,123,0,0,123,100,0,200,0,200,100,0,60,0,0,0,220,0,200,63,0,0,0,132,0,0,0,0,0,0,0,300,0,0,194500
728,729,60,0,85,11,0,0,0,0,200,0,110,0,0,200,100,50,500,18,460,0,0,0,0,0,9,100,0,100,100,0,0,200,0,0,0,158,158,0,200,0,0,177,0,0,177,100,0,200,0,400,200,100,90,0,0,100,210,100,300,88,0,0,0,0,25,0,0,0,0,0,90,300,200,100,110000
729,730,80,100,52,6,0,0,0,0,0,0,130,0,0,0,200,40,500,82,80,0,0,10,10,100,0,100,0,100,100,0,0,400,15,0,0,62,78,0,200,0,200,84,0,360,120,0,0,100,0,200,100,100,50,0,0,100,120,100,200,53,0,0,0,0,23,112,0,0,0,0,80,300,0,0,103000
730,731,70,0,39,5,0,100,0,0,0,0,180,0,0,300,100,80,500,49,290,0,0,60,60,100,0,0,0,0,0,0,0,0,118,0,0,41,159,0,0,0,0,161,0,0,161,100,0,200,0,200,100,0,50,0,100,0,280,0,200,60,0,0,0,237,152,0,0,0,0,0,100,400,0,0,236500
731,732,100,0,73,9,0,100,0,0,200,0,160,0,0,0,500,70,500,0,0,0,0,0,0,0,44,0,0,0,200,0,300,0,78,0,0,8,86,0,0,0,0,114,0,0,114,100,0,200,0,300,100,0,60,0,100,0,0,200,200,43,0,0,0,160,22,0,0,0,0,0,10,100,0,0,187500
732,733,0,0,75,11,0,100,0,0,0,0,0,0,0,0,0,70,500,45,410,0,0,0,0,0,20,0,0,0,0,0,300,100,25,0,0,90,115,0,0,0,0,115,87,0,203,0,0,200,100,300,100,0,80,0,100,0,30,200,200,54,0,0,0,192,84,0,0,0,0,0,90,0,0,0,222500
733,734,10,0,80,10,0,0,0,0,200,0,90,100,0,0,100,50,600,53,220,100,0,30,30,100,0,100,0,100,100,0,0,400,59,0,0,27,86,0,0,0,0,114,0,0,114,100,0,100,0,300,100,100,60,0,100,0,500,0,100,26,0,0,0,165,0,0,0,0,0,4,100,300,0,0,131400
734,735,10,0,62,8,0,100,0,0,200,0,90,0,0,0,100,50,500,21,340,0,0,70,40,100,0,100,0,0,100,0,0,200,0,0,0,94,94,0,200,0,0,94,0,0,94,0,0,100,0,300,100,100,60,0,0,0,210,100,100,30,0,0,0,147,0,0,0,0,0,0,10,100,0,500,108000
735,736,120,100,60,10,0,0,0,0,0,0,70,0,0,0,600,70,700,101,30,0,0,20,50,100,0,100,0,200,0,0,200,300,39,0,0,49,88,100,300,100,0,88,88,0,176,0,0,100,100,200,100,100,60,0,200,100,920,100,200,32,0,0,100,0,341,0,0,0,0,0,40,200,0,0,163000
736,737,60,0,60,8,0,0,0,0,0,0,110,0,0,200,100,30,400,52,80,0,0,90,130,100,0,100,0,100,100,0,0,200,0,0,0,0,0,0,100,100,100,104,0,0,104,0,0,200,0,200,200,100,60,0,0,100,730,100,200,40,0,0,0,0,0,0,0,0,0,0,90,200,0,0,93500
737,738,0,0,72,10,0,100,300,0,300,0,170,0,0,0,0,80,500,11,60,0,0,0,0,100,0,0,0,0,0,0,0,200,0,0,0,89,89,0,0,0,0,90,90,0,180,0,0,200,100,300,100,0,80,0,100,0,110,200,300,80,0,0,0,0,116,0,0,0,0,0,110,200,0,0,239900
738,739,60,0,60,10,0,0,0,0,0,0,150,0,0,200,100,50,500,72,550,0,0,70,40,100,0,100,0,100,0,100,100,0,120,0,0,0,120,0,200,0,0,120,0,0,120,300,0,300,0,300,100,100,50,0,0,0,110,100,0,0,0,0,0,120,0,0,0,0,0,0,100,300,0,400,179000
739,740,0,0,65,9,0,100,0,0,0,0,0,0,0,0,0,70,500,6,160,0,0,0,0,100,0,0,0,0,0,0,0,200,0,0,0,86,86,0,0,0,0,86,86,0,172,0,0,200,100,300,100,0,70,0,0,0,60,0,200,57,0,0,0,187,56,0,0,0,0,0,70,300,0,0,190000
740,741,20,100,60,9,0,0,0,0,0,0,70,0,0,0,0,50,700,48,20,0,0,20,20,100,0,100,100,200,300,200,0,200,0,0,0,26,26,0,0,0,0,76,66,0,143,0,0,200,0,200,100,100,70,0,0,100,750,100,200,36,0,200,0,270,0,112,0,0,0,0,10,100,0,100,132000
741,742,10,0,65,6,0,100,0,0,0,0,90,100,0,0,100,60,800,53,290,100,0,30,30,100,0,100,100,100,100,0,200,0,83,0,0,8,91,0,100,0,0,91,0,0,91,100,100,100,0,300,100,0,50,0,0,100,120,100,100,28,0,0,0,168,0,0,0,0,0,0,10,0,0,0,142000
742,743,10,0,65,8,0,0,0,0,0,0,120,0,0,0,100,70,500,4,140,0,0,0,0,0,10,100,0,0,0,0,0,200,0,0,0,134,134,0,0,0,0,134,0,0,134,0,0,200,0,300,100,100,60,0,0,0,40,100,200,53,0,0,0,120,55,0,0,0,0,0,30,100,0,0,179000
743,744,100,0,70,12,0,100,0,0,0,0,90,0,0,0,500,50,600,37,410,0,0,30,30,100,0,100,0,100,0,0,300,100,44,0,0,7,52,0,0,0,0,146,0,0,146,0,100,200,0,300,100,100,60,300,100,0,330,0,200,48,0,0,0,302,0,0,0,100,0,0,40,300,0,0,175000
744,745,70,0,41,5,0,100,300,0,0,0,180,0,0,300,100,80,500,5,400,0,0,30,30,100,0,0,0,0,0,0,0,0,73,0,0,60,133,0,100,0,0,133,0,0,133,100,0,200,0,200,100,0,50,0,100,0,50,0,200,46,0,0,0,96,0,70,168,0,0,0,40,0,0,0,180000
745,746,0,0,78,8,0,100,0,0,0,0,60,0,0,0,0,80,900,1,290,100,0,0,0,0,28,200,100,100,100,100,0,0,57,200,8,48,114,0,0,0,0,117,154,0,271,0,100,300,100,400,100,0,110,0,200,200,740,200,200,83,0,0,0,0,204,0,0,0,0,0,90,0,0,0,299800
746,747,0,0,66,8,0,100,0,0,0,0,170,0,0,0,0,70,500,4,40,0,0,0,0,100,0,0,0,0,0,0,0,0,30,0,0,65,95,0,0,0,0,98,127,0,225,0,0,200,100,400,100,0,80,0,100,200,40,200,200,55,0,0,0,224,54,0,0,0,0,0,70,300,0,0,236000
747,748,20,100,65,11,0,100,0,0,200,0,70,0,0,0,0,70,700,88,0,300,0,90,80,100,0,0,0,500,100,200,0,200,0,0,0,124,124,100,200,100,0,132,132,0,264,0,0,100,100,400,100,0,80,0,100,100,490,100,400,86,0,0,100,181,0,386,0,0,0,0,10,300,0,0,265979
748,749,10,0,59,10,0,100,0,0,0,0,30,0,0,0,100,70,500,92,290,100,0,0,0,0,33,0,0,0,0,0,0,0,91,0,0,80,172,0,0,0,0,172,0,0,172,100,0,200,0,300,100,0,70,0,100,0,710,200,200,52,0,0,0,240,56,154,0,0,0,0,100,400,0,0,260400
749,750,30,0,50,8,0,0,0,0,0,0,150,0,0,0,200,40,300,43,80,0,0,50,20,100,0,100,0,400,100,0,0,200,0,0,0,0,0,300,200,100,100,108,44,0,152,0,0,200,0,400,100,100,90,400,0,100,410,100,100,24,0,0,100,92,0,185,0,0,0,0,70,300,0,0,98000
750,751,30,100,55,8,0,0,0,0,200,0,70,0,0,0,200,40,700,48,160,0,0,20,50,100,0,100,0,200,100,200,0,200,0,0,0,57,57,0,100,0,0,79,34,0,114,0,0,100,0,300,100,100,70,300,0,0,110,100,0,0,0,0,100,0,160,0,0,0,0,0,110,400,0,0,96500
751,752,0,0,59,7,0,0,0,0,0,0,170,600,0,0,0,70,500,0,0,0,0,0,0,100,0,0,0,0,0,0,0,200,0,0,0,66,66,0,0,0,0,66,66,0,132,0,0,200,100,300,100,0,60,0,0,0,0,200,200,40,0,0,0,0,48,0,0,0,0,0,50,100,0,0,162000
752,753,10,0,79,9,0,100,0,0,0,0,0,0,0,0,100,60,500,35,180,0,0,0,0,100,0,100,100,0,0,0,100,0,120,0,0,27,147,0,0,0,0,149,0,0,149,100,0,200,0,300,100,0,60,0,0,0,330,0,200,57,0,0,0,168,27,0,0,0,0,0,90,200,0,0,217000
753,754,0,0,80,10,0,0,0,0,0,0,100,0,0,0,0,80,500,11,60,0,0,0,0,0,17,0,0,0,0,0,200,200,0,0,0,103,103,0,100,0,0,103,106,0,209,0,0,200,100,300,100,200,80,0,100,0,110,0,300,87,0,0,0,192,52,0,0,0,0,0,100,200,0,0,275500
754,755,10,0,61,7,0,0,0,0,0,0,110,0,0,0,100,60,800,60,60,0,0,70,40,100,0,100,0,100,100,0,0,0,43,400,47,11,102,0,100,0,0,102,0,0,102,100,0,100,0,300,100,0,50,0,0,100,550,0,200,44,0,0,0,171,48,0,0,0,0,0,90,300,0,0,156000
755,756,110,300,34,3,0,0,0,0,0,0,50,0,0,300,0,60,500,40,410,0,0,10,10,0,89,100,0,0,0,0,0,0,38,0,0,34,72,0,100,0,0,74,72,0,147,0,0,200,100,300,100,100,60,0,0,100,380,100,200,44,0,0,0,0,24,0,0,0,0,0,100,300,0,0,172500
756,757,0,0,68,10,0,100,0,0,0,0,0,0,0,0,0,80,500,22,120,0,0,0,0,100,0,0,0,0,0,0,300,0,2,0,0,84,86,0,0,0,0,86,90,0,176,0,0,200,100,300,100,0,70,0,0,0,220,0,200,57,0,0,0,144,105,0,0,0,0,0,70,300,0,0,212000
757,758,0,0,68,11,0,100,0,0,300,0,90,0,0,0,0,60,500,90,590,100,0,30,30,300,32,100,0,100,100,0,200,300,43,0,0,23,67,0,200,0,0,67,71,0,138,0,0,200,100,300,100,100,60,0,100,0,760,200,200,44,0,0,0,335,0,0,0,0,0,0,70,400,0,100,158900
758,759,110,300,24,2,0,0,0,0,0,0,50,0,0,400,0,70,500,40,410,0,0,10,10,0,36,100,0,0,0,0,0,100,54,0,0,19,74,0,100,0,0,75,74,0,150,0,0,200,100,300,100,100,60,0,0,100,380,100,200,44,0,0,0,0,0,0,0,0,0,0,50,0,0,0,179400
759,760,0,0,65,12,0,100,0,0,0,0,30,0,0,0,0,80,500,49,50,0,0,0,0,0,51,0,0,0,0,0,300,500,5,200,6,119,131,0,0,0,0,132,120,0,253,0,0,200,100,400,100,0,90,0,100,0,280,0,300,75,0,0,0,222,98,0,0,0,0,0,60,100,0,0,290000
